X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,CreatedOnDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,ModifiedOnDateTime,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,CreatedOn,ModifiedOn,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,GlobalID,ModifiedOnDateTime_dt,CreatedOnDateTime_dt
-101.844010541,47.6564076660001,5860,,DEFAULT,,,,1598646967023,,,,,,,,,,,,,,H78W,,2014/07/12 20:00:00,,,,,,,,,NRCC,,,,,,KNOTS LANDING,,WF,FI,,,,,{8C221756-4798-4373-94A0-714C8DE58020},,0,0,0,0,0,0,,1,000051,1599854319687,,,,McLean,,38055,,NDFBA,,BIA,Federal,,,,,,,,,NDFBA,US-ND,,,,,,2014-NDFBA-000051,,wildcad,wildcad,2014/07/13 15:50:42,2014/07/13 15:51:08,,,,{F0A9044F-2759-414D-B1C3-32910E69FA7F},2020/09/11 19:58:39,2020/08/28 20:36:07
-116.6745,33.62128,122918,,DEFAULT,,,,1562107910830,1,1,CASBCC,,,,,,,,Unknown,,,,,2018/03/29 20:50:11,,,,,,,,,OSCC,,,,,,THOMAS MOUNTAIN PILE BURN,,RX,FI,33.62128,-116.6745,,,{DC33C66E-1352-4A99-B8B7-D5258BF9E2E8},,0,0,0,0,0,0,,1,005397,1599780938757,,,,Riverside,CARRCC,06065,FS,CABDF,,,,,,,,,,SC11,FS,CABDF,US-CA,,,,,,2018-CABDF-005397,No Decision,wildcad,wildcad,2019/07/02 22:51:50,2019/07/02 22:51:50,0,,,{1546717E-D6A1-4C76-8400-7206461FB895},2020/09/10 23:35:38,2019/07/02 22:51:50
-114.4972,46.91157,136868,,DEFAULT,,,,1569511087030,114,1,MTMDC,,,,,,,,Unknown,,,,,2019/09/26 14:59:44,,,,,,,,,NRCC,,,,,,Eds Ridge 1,,RX,FI,46.91157,-114.4972,50,,{11BFEC10-A684-41C2-AFA8-4DE9BC619F6E},,0,0,0,0,0,0,,1,002213,1599057690720,,,,Missoula,MTMDC,30063,FS,MTLNF,,,,,,,,,,NR04,FS,MTLNF,US-MT,,,,,,2019-MTLNF-002213,No Decision,wildcad,wildcad,2019/09/26 15:18:07,2019/09/26 15:18:07,0,,,{97944C6F-23C4-4C14-92F1-B45BB87B893D},2020/09/02 14:41:30,2019/09/26 15:18:07
-113.4128,45.12722,141036,,DEFAULT,,,,1573572496540,0.5,5,MTDDC,,,,,,,,Human,,,MX3F,,2019/11/09 21:17:59,,,,,,,,1502,NRCC,,,,,,Selway,,WF,FI,45.16296,-113.4081,0.5,,{929FEE0C-D482-4579-B8DE-43F5415A154E},,0,1,0,0,0,0,,1,006409,1600023868567,,,,Beaverhead,MTDDC,30001,FS,MTBDF,,USFS,Federal,,,,,,,NR09,,MTCES,US-MT,,,,,,2019-MTCES-006409,No Decision,wildcad,wildcad,2019/11/12 15:28:16,2019/11/12 16:14:39,0,,,{52537136-ED03-4760-921F-41125BD2688D},2020/09/13 19:04:28,2019/11/12 15:28:16
-109.8264,45.63462,143410,,DEFAULT,,,,1578426320857,1,1,MTBZC,,,,,,,,Unknown,,,,,2020/01/07 19:44:48,,,,,,,,,NRCC,,,,,,PACKSADDLE UNIT OF SWEETGRASS PROJECT,,RX,FI,45.63462,-109.8264,,,{955D0702-F524-42F2-B4B8-5CA832D46F91},,0,0,0,0,0,0,,1,000014,1599870039277,,,,Sweet Grass,MTBZC,30097,FS,MTCGF,,,,,,,,,,NR12,FS,MTCGF,US-MT,,,,,,2020-MTCGF-000014,No Decision,wildcad,wildcad,2020/01/07 19:45:20,2020/01/07 19:45:20,0,,,{1ECFE27B-6BD5-4AD6-A32D-AAE028BC3CF5},2020/09/12 00:20:39,2020/01/07 19:45:20
-110.0744,45.54156,143412,,DEFAULT,,,,1578426704327,1,1,MTBZC,,,,,,,,Unknown,,,,,2020/01/07 19:51:26,,,,,,,,,NRCC,,,,,,DEAD DEER,,RX,FI,45.54156,-110.0744,,,{0B1131F1-6A9C-4A82-98AB-9656ACF7AB62},,0,0,0,0,0,0,,1,000017,1599923403867,,,,Sweet Grass,MTBZC,30097,FS,MTCGF,,,,,,,,,,NR12,FS,MTCGF,US-MT,,,,,,2020-MTCGF-000017,No Decision,wildcad,wildcad,2020/01/07 19:51:44,2020/01/07 19:51:44,0,,,{53E69E63-D97F-4217-92DC-F0006EA6858E},2020/09/12 15:10:03,2020/01/07 19:51:44
-155.82,20.026667,143628,,DEFAULT,20.3,,,1578630266223,20.3,,CAMNFC,,,,,,,,Human,Other Human Cause,Motor Vehicles,MZY8,,2020/01/09 23:58:00,,,,,,,,,ONCC,,,,,,KALAUPAPA,,WF,FI,,,,2020/01/09 23:58:00,{25F780E9-FDA5-4E3C-AC9F-4CA0876D3EB2},1,0,0,1,0,0,0,,1,2000001,1599686351180,,,,Hawaii,CAMNFC,15001,NPS,HIPHP,,NPS,Federal,,,,,,,,NPS,HIPHP,US-HI,Grass,GR5,,,,2020-HIPHP-2000001,No Decision,firecode,INFORM_Inspector,2020/01/10 04:24:26,2020/01/10 16:21:12,0,,,{50714CCC-C3E4-4356-B981-E204633516BF},2020/09/09 21:19:11,2020/01/10 04:24:26
-97.38892,26.23664,149545,,DEFAULT,,,,1579625896697,1200,1,TXTIC,,,,,,,,Unknown,,,,,2020/01/21 16:55:28,,,,,,,,,SACC,,,,,,Bahia Grande Unit 8,,RX,FI,26.23664,-97.38892,,,{289EDF3F-D45E-4D38-8631-BD1CF768BF3E},,0,0,0,0,0,0,,1,000017,1599070105300,,,,Cameron,TXTIC,48061,FWS,TXLGR,,,,,,,,,,SA15,FWS,TXLGR,US-TX,,,,,,2020-TXLGR-000017,No Decision,wildcad,wildcad,,,,,,{7C07C453-717D-4CD1-8148-6063DA07B2E1},2020/09/02 18:08:25,2020/01/21 16:58:16
-139.570833,59.443889,167260,,DEFAULT,,,,1591737603920,0.2,0.2,AKTNFC,,,,,,,,Human,Other Human Cause,,M6AC,,2020/06/06 21:00:00,,,,,,,P0,1005,AICC,,,,,,Situk River,,WF,FI,59.443889,-139.570833,0.17,,{F456CB23-BEA9-406B-B816-9C7ADD60D8BE},,0,1,0,0,0,0,,1,000210,1599857213423,,,,Yakutat,AKTNFC,02282,,,,,,,,,,,,AK15,FS,AKTNF,US-AK,Grass,GR1,,,,2020-AKTNF-000210,No Decision,wildcad,wildcad,,,,,,{7E7E5B40-12A1-4A3E-A04D-93EE1A95CD62},2020/09/11 20:46:53,2020/06/09 21:20:03
-88.98433,31.05344,167840,,DEFAULT,,,,1592054083250,79,79,MSMIC,,,,,,,,Unknown,,,,,2020/06/13 13:14:06,,,,,,,,,SACC,,,,,,DE SOTO BB 15512,,RX,FI,31.05344,-88.98433,,,{12657CB0-A4FA-4261-8E2B-EE337E4B7C76},,0,0,0,0,0,0,,1,000195,1599825731073,,,,Perry,MSMIC,28111,FS,MSMNF,,,,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2020-MSMNF-000195,No Decision,wildcad,wildcad,,,,,,{7CCD471E-10D0-405E-9C79-98B4CC7AE0F3},2020/09/11 12:02:11,2020/06/13 13:14:43
-89.24326,30.72828,168370,,DEFAULT,,,,1592228373810,265,1,MSMIC,,,,,,,,Unknown,,,,,2020/06/15 13:38:01,,,,,,,,,SACC,,,,,,DE SOTO BB 9365,,RX,FI,30.72828,-89.24326,,,{61BA7DE4-19B4-4D52-A0B8-6365A6F59BF0},,0,0,0,0,0,0,,1,000200,1599825741417,,,,Stone,MSMIC,28131,FS,MSMNF,,,,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2020-MSMNF-000200,No Decision,wildcad,wildcad,,,,,,{B0CB5412-C8C7-4239-A82F-F89CBB0D6300},2020/09/11 12:02:21,2020/06/15 13:39:33
-118.812399,36.362309,169120,,DEFAULT,,,,1592529614910,117,0.1,CATUCC,,,,,,,,Unknown,Investigated but Undetermined,,M640,,2020/06/19 01:20:09,,,,,,,,,OSCC,,,,,,FORK,,WF,FI,36.362309,-118.812399,,,{2564D7C7-4B5B-4E30-8595-4590401262AD},,0,1,0,0,0,0,,1,000285,1599698260813,,,,Tulare,CATUCC,06107,,,,Private,Private,,,,,,,SC04,CDF,CATUU,US-CA,,,,,,2020-CATUU-000285,No Decision,cfcad,INFORM_Inspector,,,,,,{919CC88A-3A17-447E-9E98-DE26DCE55CCE},2020/09/10 00:37:40,2020/06/19 01:20:14
-89.11326,30.95161,171244,,DEFAULT,,,,1593612419513,118,118,MSMIC,,,,,,,,Unknown,,,,,2020/07/01 14:00:08,,,,,,,,,SACC,,,,,,DE SOTO BB7205 Unit A,,RX,FI,30.95161,-89.11326,,,{F93104BA-5967-4291-88EB-0DD1AB7EA3E5},,0,0,0,0,0,0,,1,000206,1599825752820,,,,Perry,MSMIC,28111,FS,MSMNF,,,,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2020-MSMNF-000206,No Decision,wildcad,wildcad,,,,,,{6E06414A-BEF5-49FC-860B-9A1DD0F1DA21},2020/09/11 12:02:32,2020/07/01 14:06:59
-120.76155,41.063783,175844,,DEFAULT,21622.4862,,,1595274165177,22634,0.1,CASIFC,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Unknown,,,NAD6,,2020/07/20 19:18:22,Type 3 Incident,,0,100,0,0,,,ONCC,2020/08/12 22:44:59,2020/08/12 00:59:59,2020/08/12 22:44:59,F,Type 3 IC,GOLD,5 miles south of the town of Adin on Hwy 139,WF,FI,41.063783,-120.76155,,,{E180DEC7-DA19-459B-9727-B2AE2C2BE0DE},,0,1,0,0,0,0,0,1,003917,1599680718643,100,100,Adin,Lassen,CAMICC,06035,FS,CAMDF,,USFS,Federal,,,,,,,NC06,,CALMU,US-CA,,,Timber (Grass and Understory),Timber (Litter and Understory),4,2020-CALMU-003917,Approved Decision,IROC,cfcad,,,,Type 2 Incident,2020/08/02 18:54:47,{9EBED166-05E7-4C9D-A8FB-A9AB50FB45C7},2020/09/09 19:45:18,2020/07/20 19:42:45
-121.477,41.69892,176247,,ICS209,80890.9437,,,1595442018617,80859,0.1,CAMICC,,,,Active,Wind Driven Runs,Running,,Unknown,,,NAX0,,2020/07/22 17:51:00,Type 3 Incident,,0,100,0,0,,,ONCC,2020/07/24 12:59:59,2020/07/24 06:59:59,2020/07/24 12:59:59,F,Type 3 IC,CALDWELL,"4 MILES NW TIONESTA, CA",WF,FI,41.69892,-121.477,1500,,{29649803-B9D9-4F8D-9A38-A0CDDC6FD2D2},,0,0,0,0,0,0,0,1,000479,1599061915543,100,100,Tule Lake,Siskiyou,CAMICC,06093,NPS,CABNP,,NPS,Federal,,,,,,,NC06,NPS,CABNP,US-CA,,,Tall Grass (2.5 feet),Brush (2 feet),38,2020-CABNP-000479,Approved Decision,wildcad,wildcad,,,,Type 4 Incident,2020/08/14 05:23:47,{854C9C90-9FFA-4F17-BAC0-97145F7ADE25},2020/09/02 15:51:55,2020/07/22 18:20:18
-119.6464,37.81211,176812,,DEFAULT,4004.5436,,,1595641088057,3132,0.1,CAYPCC,,,,Moderate,Smoldering,Backing,Short-range Spotting,Unknown,Lightning,,NA8J,,2020/07/25 01:11:00,Type 3 Incident,,50,0,50,0,,,OSCC,2020/09/10 21:59:59,2020/09/03 23:00:00,2020/09/10 21:59:59,U,Type 3 IC,BlueJay,Tioga Road and Dark Hole,WF,FI,37.812167,-119.64655,,,{9D6C7514-519B-44A6-BB26-9B61B2F176F2},,0,0,0,0,0,0,0,1,000054,1599959265390,20,50,Yosemite,Mariposa,CAYPCC,06043,NPS,CAYNP,,NPS,Federal,,,,,,,SC02,NPS,CAYNP,US-CA,Timber,TL7,Timber (Litter and Understory),,39,2020-CAYNP-000054,Approved Decision,wildcad,wfdss,,,,Type 3 Incident,2020/09/13 01:07:43,{AA4752B0-1F56-442E-89E4-BD8A246B8CCF},2020/09/13 01:07:45,2020/07/25 01:38:08
-123.4578,41.19449,177262,,ICS209,87848.818,,,1595866438720,85288,0.1,CANCIC,,,,,,,,Unknown,,,NBS2,,2020/07/27 15:23:00,,,,,,,,,ONCC,,,,,,Red,,WF,FI,41.19449,-123.4578,,,{599BC281-404B-4F3E-BE7F-9A8F7B3E9E56},,0,1,0,0,0,0,0,1,000643,1600005732027,,100,,Humboldt,CANCIC,06023,FS,CASRF,,USFS,Federal,,,,,,,NC04,FS,CASRF,US-CA,,,,,,2020-CASRF-000643,Approved Decision,wildcad,wfdss,,,,Type 1 Incident,2020/09/06 16:39:18,{23EFB732-0398-4B5C-B568-F9B71841A63D},2020/09/13 14:02:12,2020/07/27 16:13:58
-123.4073,41.16761,177314,,ICS209,,,,1595872775733,807,0.1,CARICC,,,,Active,Flanking,Backing,Short-range Spotting,Natural,,,NB1R,,2020/07/27 17:54:00,Type 3 Incident,,0,100,0,0,P5,0514,ONCC,2020/07/29 00:14:59,2020/07/28 00:59:59,2020/07/29 00:14:59,U,Type 3 IC,SALMON,"Salmon Summit, Trinity Alps Wilderness, 12 Miles North of Denny, CA",WF,FI,41.16761,-123.4073,,,{91C4E4C8-F0A7-4601-A995-47772FFE2EF4},,0,0,0,0,0,0,0,1,001108,1599958765580,79,100,Denny,Trinity,CARICC,06105,FS,CASHF,,USFS,Federal,Humboldt,,,7E,30,9N,NC04,FS,CASHF,US-CA,,,Light Logging Slash,Chaparral (6 feet),135,2020-CASHF-001108,Approved Decision,wildcad,ics209,,,,Type 1 Incident,2020/09/12 00:51:22,{9165DC6D-DB07-4E94-9C71-6F267BAA8DE8},2020/09/13 00:59:25,2020/07/27 17:59:35
-123.4333333,41.1847222,177714,,DEFAULT,,,,1595982479670,85288,,CANCIC,,,,Active,Uphill Runs,Torching,Spotting,,,,NB4S,,2020/07/28 23:29:59,Type 2 Incident,,,,,,,,ONCC,2020/09/12 22:44:59,2020/09/12 00:59:59,2020/09/12 22:44:59,U,Type 2 Team,Red Salmon Complex,"14 miles NE of Willow Creek, CA",CX,FI,,,,,{843FC86F-D6D2-4E49-93EA-96F6B0720C3D},,0,,,0,,,0,1,000656,1599958763443,16,100,Willow Creek,Humboldt,CANCIC,06023,FS,CASRF,,,,Mt. Diablo,,,6E,11,09N,NC04,FS,CASRF,US-CA,,,Timber (Grass and Understory),Closed Timber Litter,752,2020-CASRF-000656,No Decision,ics209,ics209,,,,,,{6E7BF4CD-D943-4182-BC13-4A4FBD04908F},2020/09/13 00:59:23,2020/07/29 00:27:59
-119.8685,38.1833,177727,,DEFAULT,17.5213,,,1595983994240,49.5,0.1,CASTCC,,,,,,,,Natural,,,,,2020/07/28 23:13:00,,,,,,,,,OSCC,,,,,,BELL,,WF,FI,38.14624,-119.9337,,,{E943F585-FBCE-4DD4-97FA-743E3198FCDA},,0,0,0,0,0,0,,1,001581,1599752299567,,,,Tuolumne,CASTCC,06109,FS,CASTF,,USFS,Federal,,,,,,,SC02,FS,CASTF,US-CA,,,,,,2020-CASTF-001581,Approved Decision,wildcad,wildcad,,,,Type 4 Incident,2020/08/17 19:17:24,{3F8AF29F-201E-48AE-857F-655C1AB03C2D},2020/09/10 15:38:19,2020/07/29 00:53:14
-123.7775,48.0936,177987,,ICS209,84.7408,,,1596070386667,84,5,WAPSC,,,,Minimal,Smoldering,Creeping,,Unknown,,,NB86,,2020/07/29 23:00:00,Type 5 Incident,,0,98,2,0,,,NWCC,2020/09/11 02:00:00,2020/09/03 21:59:59,2020/09/11 02:00:00,U,Type 5 IC,East Beach Road,Lake Crescent,WF,FI,48.09664,-123.7396,5,,{479CF9DB-6DA5-4969-886F-C457C1D24643},,0,1,0,0,0,0,0,1,000112,1599790308793,98,100,,Clallam,WAPSC,53009,NPS,WAOLP,,NPS,Federal,Washington,,,9W,13,30N,NW01,NPS,WAOLP,US-WA,,,Timber (Litter and Understory),,7,2020-WAOLP-000112,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/08/01 22:07:23,{956B2DAC-5A92-4835-BCC5-AA4FD8106C92},2020/09/11 02:11:48,2020/07/30 00:53:06
-120.6991,47.9908,178259,,ICS209,928.6713,,,1596218572363,1252,30,WACWC,,,,Minimal,Isolated Torching,Smoldering,Creeping,Unknown,,,NCK5,,2020/07/31 15:23:00,Type 4 Incident,,30,40,30,0,P6,0617,NWCC,2020/09/10 21:59:59,2020/09/04 11:00:00,2020/09/10 21:59:59,U,Type 4 IC,CHIKAMIN,11 Miles NE of Lake Wenatchee,WF,FI,48.06893,-120.7687,30,,{3F63C271-1D4D-4E24-B9FF-97028046BD1D},,0,1,0,0,0,0,0,1,000407,1599784729550,95,40,Leavenworth,Chelan,WACWC,53007,FS,WAOWF,,USFS,Federal,2nd Principal Meridian,SW,SW,17,23,29,NW05,FS,WAOWF,US-WA,,,Timber (Grass and Understory),Brush (2 feet),6,2020-WAOWF-000407,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/08/17 15:58:43,{A5ED7B73-E5D3-4420-9D00-541823995EC8},2020/09/11 00:38:49,2020/07/31 18:02:52
-110.9395,40.63738,178294,,ICS209,469.8783,,,1596228220833,486,0.1,UTNUC,,,,Minimal,Smoldering,Smoldering,Smoldering,Human,,,NCP3,,2020/07/31 18:40:00,Type 4 Incident,,0,84,16,0,P4,0419,GBCC,2020/09/10 20:15:00,2020/09/03 21:30:00,2020/09/10 20:15:00,U,Type 4 IC,Upper Provo,15 Miles East of Kamas,WF,FI,40.59484,-110.976,,,{3E2ABC60-CB9D-41A1-8392-A28550DA049A},,0,1,0,0,0,0,0,1,000615,1599769549257,90,100,Kamas,Wasatch,UTNUC,49051,FS,UTUWF,,USFS,Federal,,,,,,,GB26,FS,UTUWF,US-UT,,,Timber (Grass and Understory),Timber (Litter and Understory),6,2020-UTUWF-000615,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/08/01 19:28:18,{D687A591-870F-4637-8AAC-67D7D2C4884B},2020/09/10 20:25:49,2020/07/31 20:43:40
-109.6696,33.74544,178301,,DEFAULT,,,,1596229618640,52,0.1,AZSDC,,,,Minimal,Smoldering,Creeping,,Natural,,,NCN3,,2020/07/31 20:23:59,Type 4 Incident,,0,100,0,0,PA,1502,SWCC,2020/09/07 23:29:59,2020/09/07 12:59:59,2020/09/07 23:29:59,F,Type 4 IC,Bonito ,"16 miles east of Whiteriver, AZ",WF,FI,33.61904,-109.6051,3,,{4A0E10B4-5C70-49C8-A5AA-08C3E71D4A94},,0,1,0,0,0,0,0,1,000697,1599521921210,90,100,,Apache,AZSDC,04001,BIA,AZFTA,,BIA,Federal,,,,,,,SW08,BIA,AZFTA,US-AZ,,,Timber (Litter and Understory),Brush (2 feet),54,2020-AZFTA-000697,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/08/04 02:16:40,{1E3675C3-66CB-42BE-8B77-1A89FBE12A3A},2020/09/07 23:38:41,2020/07/31 21:06:58
-116.963725,33.991967,178348,,DEFAULT,33232.6155,,,1596239975510,33424,0.1,CARRCC,,,,Minimal,Smoldering,Creeping,Spotting,Unknown,,,NCU3,,2020/07/31 23:59:23,Type 4 Incident,,0,100,0,0,,,OSCC,2020/09/10 23:00:00,2020/09/10 12:59:59,2020/09/10 23:00:00,U,Type 4 IC,APPLE,Oak Glen Community/Cherry Valley,WF,FI,33.991967,-116.963725,,,{92EB6A48-F988-48C5-BE65-EB3140DC6E27},,0,1,1,0,0,0,0,1,096640,1599781536680,95,100,,Riverside,CARRCC,06065,,,,Private,Private,San Bernardino,,,1W,15,2S,SC08,CDF,CARRU,US-CA,,,Timber (Litter and Understory),Chaparral (6 feet),0,2020-CARRU-096640,Approved Decision,cfcad,ics209,,,,Type 4 Incident,2020/08/19 19:51:10,{282B5FA2-EB4D-41FC-BB69-96EB63F54C32},2020/09/10 23:45:36,2020/07/31 23:59:35
-108.5255,39.33621,178350,,ICS209,138799.1924,,,1596240027733,139007,750,COGJC,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Unknown,,,NCQ5,,2020/07/31 23:16:00,Type 3 Incident,,0,100,0,0,PD,1502,RMCC,2020/09/13 21:45:00,2020/09/13 12:59:59,2020/09/13 21:45:00,U,Type 3 Team,Pine Gulch,"18 miles north of Grand Junction, Colorado",WF,FI,39.302,-108.542,1021,,{C4167FE2-BEE9-4420-B9F9-E1BF479D2B49},,0,1,0,0,0,0,0,1,000307,1600033875823,95,100,,Mesa,COGJC,08077,BLM,COGRD,,BLM,Federal,,,,,,,RM26,BLM,COGRD,US-CO,,,Timber (Grass and Understory),Timber (Litter and Understory),86,2020-COGRD-000307,Approved Decision,wildcad,ics209,,,,Type 1 Incident,2020/08/28 18:47:49,{F5D6E302-E3D3-4E20-BA5C-0EF41FABF832},2020/09/13 21:51:15,2020/08/01 00:00:27
-118.5436111,35.4647222,178951,,DEFAULT,7760.6595,,,1596493939717,7760,,CACCCC,,,,Minimal,Smoldering,Creeping,Smoldering,Unknown,Investigated but Undetermined,,NC7D,,2020/08/03 22:28:59,Type 4 Incident,,0,100,0,0,,,OSCC,2020/08/16 23:29:59,2020/08/16 00:59:59,2020/08/16 23:29:59,F,Type 3 Team,STAGECOACH,Community of Havilah,WF,FI,,,,,{86A3AED4-B7B0-4764-9A33-CF200199B21B},,0,1,0,0,0,0,0,1,002309,1599522902487,100,100,Caliente,Kern,CAKRCC,06029,,,,Private,Private,,,,,,,SC03,BLM,CACND,US-CA,,,Brush (2 feet),Closed Timber Litter,39,2020-CACND-002309,Approved Decision,IROC,INFORM_Inspector,,,,Type 4 Incident,2020/08/30 04:36:46,{B79FE3E4-A342-4B95-9FE2-8DF61159BB1B},2020/09/07 23:55:02,2020/08/03 22:32:19
-88.89659,30.76494,179058,,DEFAULT,,,,1596551059323,56,66,MSMIC,,,,,,,,Unknown,,,,,2020/08/04 14:03:23,,,,,,,,,SACC,,,,,,DE SOTO BB8566 Stands 41 & 64,,RX,FI,30.76494,-88.89659,,,{CE10F7B2-89BE-4BF1-818A-B9D71C75C0D4},,0,0,0,0,0,0,,1,000210,1599825771180,,,,Stone,MSMIC,28131,FS,MSMNF,,,,,,,,,,SA22A,FS,MSMNF,US-MS,,,,,,2020-MSMNF-000210,No Decision,wildcad,wildcad,,,,,,{16A7115D-A7BF-4DCC-8FDB-14AC0500AB51},2020/09/11 12:02:51,2020/08/04 14:24:19
-105.6285,33.66671,179282,,DEFAULT,3127.1124,,,1596648487443,3070,0.1,NMADC,,,,Minimal,Creeping,Smoldering,Single Tree Torching,Natural,,,NDW6,,2020/08/04 22:28:59,Type 4 Incident,,0,100,0,0,P3,0308,SWCC,2020/09/05 21:59:59,2020/09/04 21:59:59,2020/09/05 21:59:59,F,Type 4 IC,DARK CANYON,"DARK CANYON, TUCSON MOUNTAIN, BLANCHARD CANYON, LAKE MOUNTAIN",WF,FI,33.59071,-105.6582,0.25,,{57A1189E-614F-4AA7-BA8B-9FA2AB0B4119},,0,1,0,0,0,0,0,1,000459,1599405299670,80,100,,Lincoln,NMADC,35027,FS,NMLNF,,USFS,Federal,,,,,,,SW12,FS,NMLNF,US-NM,,,Timber (Grass and Understory),,7,2020-NMLNF-000459,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/08/13 19:49:30,{24202305-DFB5-4384-AE0C-A142BDCFD6CF},2020/09/06 15:14:59,2020/08/05 17:28:07
-107.2715,39.56654,180515,,ICS209,32460.0965,,,1597089826553,32431,250,COGJC,,,,Minimal,Smoldering,Creeping,Smoldering,Unknown,,,NEF1,,2020/08/10 19:36:00,Type 3 Incident,,0,100,0,0,P2,0215,RMCC,2020/09/13 21:00:00,2020/09/13 00:00:00,2020/09/13 21:00:00,U,Type 3 Team,Grizzly Creek,"1 mile east of Glenwood Springs, CO",WF,FI,39.61766,-106.4626,250,,{BC150C8C-D9C8-4C14-8725-2B84D7695302},,0,1,0,0,0,0,0,1,000348,1600031844240,91,100,Glenwood Springs,Garfield,COGJC,08045,FS,COWRF,,USFS,Federal,,,,,,,RM27,FS,COWRF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),86,2020-COWRF-000348,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/05 16:04:44,{DB38938D-B8A5-4886-ABED-C35C7B36D5BA},2020/09/13 21:17:24,2020/08/10 20:03:46
-113.6379,47.67736,180728,EKS8,ICS209,189.5229,,,1597170017813,191,0.1,MTKIC,,,,Minimal,Creeping,Backing,,Natural,,,,,2020/08/11 16:46:06,Type 4 Incident,,80,10,0,10,P1,0110,NRCC,2020/09/10 20:00:00,2020/09/03 21:00:00,2020/09/10 20:00:00,U,Type 4 IC,Lion Creek,"10 Miles NE of Condon, MT",WF,FI,47.67278,-113.7431,0.1,2020/08/11 17:02:00,{8253D6CE-B7F9-4121-848E-47D275BC7403},,0,0,0,0,0,0,0,1,000501,1599770951997,0,0,,Lake,MTKIC,30047,FS,MTFNF,,USFS,Federal,,,,,,,NR07,FS,MTFNF,US-MT,,,Closed Timber Litter,Brush (2 feet),7,2020-MTFNF-000501,Approved Decision,wildcad,ics209,,,,Type 4 Incident,2020/08/13 22:43:22,{B5473176-F8F0-4EC2-A3DC-4476664FE4ED},2020/09/10 20:49:11,2020/08/11 18:20:17
-113.4369,44.85785,180734,,ICS209,11949.4097,,,1597170778330,12150,0.3,MTDDC,,,,Moderate,Creeping,Smoldering,Isolated Torching,Natural,,,NET2,,2020/08/11 16:36:00,Type 4 Incident,,0,100,0,0,P1,0102,NRCC,2020/09/13 00:00:00,2020/09/11 20:00:00,2020/09/13 00:00:00,U,Type 4 IC,Bear Creek,"29 NM East of Salmon Idaho, South of Lemhi Pass",WF,FI,45.857833,-113.4375,0.25,,{FEF1C45E-C557-4934-87CC-06B12392FFFA},,0,1,0,0,0,0,0,1,006610,1599957107817,85,100,Dillon,Beaverhead,MTDDC,30001,FS,MTBDF,,USFS,Federal,,,,,,,NR09,FS,MTBDF,US-MT,,,Timber (Litter and Understory),Closed Timber Litter,52,2020-MTBDF-006610,Approved Decision,wildcad,ics209,,,,Type 3 Incident,2020/09/01 17:56:47,{28F93CB1-0C4E-4DA5-8B0B-28B8462F8AC1},2020/09/13 00:31:47,2020/08/11 18:32:58
